date,description,sources,comments
6 September 2019,"Rep. Mark Walker accuses the U.S. Navy of withholding information about UAP reports. Walker tells a journalist he is encouraged the Under Secretary of the Navy confirmed UAP encounters are investigated, “there is frustration with the lack of answers to specific questions about the threat that superior aircraft \[UAP\] flying in United States airspace may pose.” An earlier letter from Walker on 16 July 2019 asked if the Navy had found physical evidence from UAP, and if any foreign nations or private companies were responsible for the craft.",[],[]
29 November 2019,"Former Principal Deputy Under Secretary of Defense for Acquisition, Technology and Logistics (AT&L) Noel Longuemare Jr., states SAPOC reviewed a number of classified programs while he was present 1993-97, but he does “not recall UFOs ever coming up, nor any issues regarding need-to-know.” Longuemare also states he does not remember an audience with VADM Thomas Wilson, as the Wilson notes (see 16 October 2002) suggest.",[],[]
2 February 2020,Richard Doty allegedly states some previous and current DIA members believe elements of the **Project SERPO** rumors (an “exchange program” between USG personnel and ET personnel on a different planet) are real.,[],[]
4 February 2020,Russian ceramics engineer Eugene Podkletnov states he has found an effect akin to modification of a local gravitational field. Podkletnov uses thin gold layers and spins them at high revolutions to create gravity fields in a vacuum and in the air. He states it can be done at room temperature and does not need superconductors to work. The experiment can generate a repulsive or attractive force of about 300 to 500 kilograms per square meter.,[],"['Podklenov states for space travel, it would be best to utilize a similar concept but use rotating magnetic fields at high speed to create the antigravitic effect.', 'Podklenov states when NASA attempted to replicate his experiment they noticed unusual effects, but ran out of money at the last stage. Podklenov states the “Department of Defense” came in and took the experiments and it was transferred to Ning Li (see 1 August 1997). He states NASA has “nothing” and he has “nothing” from those experiments either.']"
8 February 2020,"In an interview at The Arlington Institute with John Petersen, Hal Puthoff denies rumors that he and his family were threatened about the release of information pertaining to “anti-energy” devices.",[],[]
8 February 2020,Puthoff also states former AFOSI counterintelligence officer Richard Doty worked for him in “another program before **AATIP**.”,[],[]
20 February 2020,Former Assistant Secretary of Defense for Intelligence Christopher Mellon states the Space-Based Infrared System (SBIRS) has recorded unidentified objects that changed direction and weren’t meteors.,[],[]
29 February 2020,"Retired DOD senior technology analyst Paul Murad states the company “Orbitech” (possibly Orbital Technologies Corporation, Orbitec) helped him engineer an electromagnetic energy device known as the “Morningstar Energy Box.” The box produced a 7% reduction in mass of a test object.",[],[]
20 March 2020,"Physicist Jack Sarfatti states a metamaterial utilized by the Tic Tac UAP allows the craft to slow down the speed of light. Sarfatti states when a certain type of electromagnetic energy is sent into this metamaterial, it creates a resonance that “squeezes the space in front of it and stretches the space behind.”",[],[]
29 April 2020,"Journalist Tim McMillan states a source who worked for **BAASS** and **AAWSAP** told him the Atomic Energy Commission (AEC) had some UAP materials as early as 1947. He states it was transferred to Lockheed Martin in 1977 ahead of expected USG oversight in 1979. In response to the claim, Eric Davis states the **BAASS** source is “ill-informed” and not “in the know” about the history of legacy UAP recovery and reverse engineering. Davis states the claims of Lockheed receiving UAP information from the AEC in 1977 are false.",[],[]
10 July 2020,"U.S. Navy Capt. Joseph F. Gradisher, OPNAV N2N6 Public Affairs, admits in an email that he and Susan Gough of OSD Public Affairs seek to control FOIA replies from all USG agencies/departments related to UAP. “Generally speaking, we let the normal FOIA process work as it is supposed to…but we have been requesting that FOIA offices coordinate with us on",[],[]
19 July 2020,"Former **AATIP** director while he is at To The Stars Academy Lue Elizondo states on a public radio program that he was on the Hill, in a SCIF, meeting with several individuals about UAP. Elizondo states an “older gentleman” was sitting in the corner of the room and didn’t introduce himself and told him “Look, I had your job (with a particular service, I’m not going to mention what service it was)...I had your job back in the ‘80s.” Elizondo states this man was legitimate and the fact that he didn’t know who he was suggests there is “some sense of legacy” of the UAP issue where it was studied at high levels prior to **AATIP**, but after **Project Blue Book** unbeknownst to the public.",[],[]
24 July 2020,A declassified briefing card utilized by the Navy’s Chief of Information and the Office of Information tells all personnel to “not refer to UAPs as UFOs. The latter term is intrinsically linked to the concept of extraterrestrials and the associated hysteria generated by the media that cover this topic.” It was prepared by Capt. Joseph F. Gradisher and OSD Public Affairs Susan Gough. The card suggests the Navy was attempting to avoid public discussion of the extraterrestrial hypothesis and had a strategic priority to avoid “hysteria.”,[],[]
30 November 2020,Navy crypto communications operator Karson Kammerzell says he was on the USS Princeton at the time of the reported “Tic Tac” event and the object that interacted with Fravor's squadron was a triangle. Kammerzell claims the Tic Tac story is a coverup of a triangle Princeton encounter and infers **AATIP** and those speaking about a Tic Tac encounter are covering up a triangle encounter.,[],[]
