date,description,source,source_link,triplets
14 November 2004,"USS Princeton radar technicians state two “unknown individuals” boarded and retrieved the data recordings of Tic-Tac UAPs tracked by the vessel’s AEGIS system. The individuals showed up by helicopter and within 20 minutes, chain of command ordered a technician to turn over the data.",,,"[('USS Princeton', 'item operated', 'AEGIS')]"
,"**2005** — Helen Littrell claims her daughter Marisa communicated with a hybrid being, Raechel, who is told of “MAJI clearance” and Projects Pounce (material collection), Luna (underground base), Gabriel (recovered Nazi tech) and Excalibur (R&D). All of these code names come from possible disinformation. The story alleges there is an underground facility beneath the Four Corners.",,,"[{'head': 'Helen Littrell', 'type': 'child', 'tail': 'Marisa'}, ('Marisa', 'mother', 'Helen Littrell')]"
,"**2005** — USAF veteran Stephen Walker states that while serving at Naval Support Facility Diego Garcia, he was told the Navy would be conducting sensitive operations out of a large hangar at the northern end of the airfield. USAF personnel were advised to stay away but for the entirety of the week, the hangar was empty. One night during that week, the flight line was evacuated, the base was locked down and USAF personnel were advised to stay inside and away from the windows to protect an incoming classified aircraft.",,,"[('Naval Support Facility Diego Garcia', 'operator', 'Navy')]"
,"**2005** — Kit Green states he returned to private medicine and began working on a research project that involved compiling a database of individuals suffering injuries, burns, skin lesions, cancer and diseases after cat to face encounters with UAP. Green’s 100+ patients were military personnel or from aerospace industries, their own doctors were clueless; Green based his hypothesis on patients being exposed to some form of black ops technology such as non lethal weaponry, holographs, cloaking technology, drones, etc.",,,"[('Kit Green', 'work period (start)', '2005')]"
1 November 2005,"Victor Martinez, a civilian who runs an internet message board for retired intelligence community people interested in UAP, receives what alleges to be a",,,"[('Victor Martinez', 'member of political party', 'UAP')]"
5 December 2005,"A source “McGarity,” a friend of Col. John Alexander and former manager of operations at the Nevada Test Site at EG&G Special Projects, tells Jacques Vallée, Hal Puthoff and Eric Davis that there was a confidential project known as “**Senior Soda**” that built a ramjet disc. McGarity also states he saw a large triangular UAP on 23 October 1987 near the Archuleta Mesa that had markings on the underside of it. McGarity claimed Bob Lazar was a “simple technician” at Los Alamos with no clearance. McGarity also states the strange object in the Cash-Landrum case had been tracked as coming from the Gulf of Mexico.",,,"[('Bob Lazar', 'employer', 'Los Alamos')]"
6 December 2005,"Hal Puthoff tells Jacques Vallée of several workshops he attends that involve John Petersen and the Arlington Institute. Those in attendance “went much higher” than Petersen, and the participants were told the US, Russia and China all had custody of recovered “alien hardware.” Vallee wonders if this is true or just psychological warfare targeted at the participants.",,,"[('John Petersen', 'employer', 'Arlington Institute')]"
25 January 2006,Physicist Jack Sarfatti claims an undersecretary for NDI John Negroponte arranged with Kit Green for a debate between he and Hal Puthoff over the physics behind vacuum energy and zero point energy projects. Sarfatti claims Hal raises a “red herring” and suggests he is involved in “misdirection” regarding the subject.,,,"[('John Negroponte', 'employer', 'NDI')]"
1 February 2006,"HyperTech Concepts’ Paul Czysz writes a paper to investigate the development of breakthrough aerospace planes for the Air Force Research Laboratory. Quantum vacuum propulsion techniques are described as feasible by 2050, the same technology explored",,,"[('HyperTech Concepts', 'founded by', 'Paul Czysz')]"
28 March 2006,Martin Tajmar and Clovis De Matos of ARC Seibersdorf in Austria report gravity-modification effects achieved from a rotating superconductor. The results are reported to the European Space Agency; Woods furthers research into the study of high frequency gravitational waves optics. The studies cite US Army Redstone Arsenal contractor Ning Li (1 August 1997) and **AATIP** contributor Robert Baker.,,,"[('ARC Seibersdorf', 'country', 'Austria')]"
28 April 2006,Disclosure Project founder and alleged Clinton Administration briefer Steven Greer alleges an E-Systems executive told him E-Systems was involved in secret UAP reverse engineering work. Greer states the money E-Systems receives are passed through shell companies from various agencies and end up in black projects.,,,"[('Disclosure Project', 'founded by', 'Steven Greer')]"
28 April 2006,"Disclosure Project founder and alleged Clinton Administration briefer Steven Greer alleges an unnamed witness told him while working at Bell Labs, he saw 28 or 29 “free energy devices” that had been “black-shelved” or hidden. The witness worked on the technology.",,,"[{'head': 'Disclosure Project', 'type': 'founded by', 'tail': 'Steven Greer'}, ('Steven Greer', 'employer', 'Disclosure Project')]"
28 April 2006,"Disclosure Project founder and alleged Clinton Administration briefer Steven Greer claims a Lockheed Skunk Works engineer told him he learned “astral projection” to remove his consciousness from his body. When practicing, he left his body and saw a UAP in Earth’s atmosphere. The engineer claimed UAP often appear in “dematerialized form” resonating at a frequency beyond the perception of human senses and electronic sensors.",,,"[('Disclosure Project', 'founded by', 'Steven Greer')]"
18 May 2006,"US Army veteran Gary R. Gochnour patents a plasma based aircraft design shaped as a flying saucer and Tic-Tac design, claiming it is capable of invisibility, hover and trans medium travel.",,,"[('flying saucer', 'subclass of', 'aircraft')]"
27 September 2006,Kit Green tells Jacques Vallée that a high ranking VP of BAE Systems is just one figure involved in the UAP issue that he’s looking into. Green says he’s looking,,,"[('Kit Green', 'employer', 'BAE Systems')]"
,"**October 2006** — Lawrence Livermore National Laboratory physicist “Henry Deacon” (pseudonym) claims he is employed by a three-letter agency and that black budget physics is decades ahead of physics in the open source. Deacon claims **Project Shiva Nova** uses arrays of lasers and creates rips in the fabric of space-time; Deacon claims this lets “things” like beings, influences and “all kinds of weird stuff” come into our present reality.",,,"[('Henry Deacon', 'employer', 'Lawrence Livermore National Laboratory')]"
17 October 2006,"Eric Davis states George Bush Sr. says he was briefed by Col. Trudeau at the time of the 1968 Mendel Rivers Congressional Hearings. Bush Sr. claims Trudeau told him that one of his men, Col. Corso, had been asked to testify before Congress and was about to reveal rumblings of “alien” hardware that had been distributed to “industrial labs.” The Corso testimony was squashed as a result of this conversation.",,,"[('Mendel Rivers Congressional Hearings', 'point in time', '1968')]"
01 Jan 2007,"FAA dismisses disc at O’Hare International Airport in Chicago, IL as a “weather phenomenon” despite O’Hare Daily Record of Facility Operation showing FAA aware of multiple inbound calls about “disc” seen by employees and pilots over terminal. FAA tells the public it will not investigate.",,,"[('O’Hare International Airport', 'located in the administrative territorial entity', 'Chicago, IL')]"
5 Jan 2007,Hal Puthoff tells Jacques Vallée that he and Eric Davis are pursuing a Lockheed Martin technology for a jet hovercraft tested in the 1960s that looks like a flying disc.,,,"[('Lockheed Martin', 'product or material produced', 'hovercraft')]"
1 February 2007,"University of Lisbon physicists Alexandre Martins and Mario Pinheiro find a connection between electric and magnetic fields writing there is a possibility to “manipulate inertial mass” and find applications to electromagnetic propulsion for aerospace purposes. The paper was funded by the Calouste Gulbenkian Foundation, one of the world’s largest charitable foundations.",,,"[{'head': 'Alexandre Martins', 'type': 'employer', 'tail': 'University of Lisbon'}, ('Mario Pinheiro', 'employer', 'University of Lisbon')]"
27 May 2007,Lockheed’s Bernard Haisch tells Jacques Vallée he is pursuing an experiment of zero point energy extraction at the University of Colorado sponsored by DARPA. He says the tests are negative thus far.,,,"[('Bernard Haisch', 'employer', 'Lockheed')]"
7 July 2007,"In a phone call now in the PUBLIC DOMAIN between NASA engineer Bob Oechsler and ADM Bobby Ray Inman, Inman states Deputy Director for S&T at CIA Everett Hineman would be “the best person” to ask if recovered UAP vehicles would be available for technological research outside of military circles.",,,"[('Everett Hineman', 'employer', 'CIA')]"
